Agency Type,Victim Sex,Victim Age,Victim Ethnicity,Perpetrator Sex,Perpetrator Ethnicity,Weapon Category,Relationship Category,Region,Season
Municipal Police,Male,19,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Spring
Municipal Police,Male,23,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,55,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Spring
Municipal Police,Male,25,Hispanic,Male,Hispanic,Firearm,Family,South,Autumn
Municipal Police,Male,2,Hispanic,Female,Hispanic,Non-Firearm,Family,South,Summer
Sheriff,Female,21,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Female,36,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Summer
Sheriff,Male,22,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Female,17,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Winter
Sheriff,Female,33,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Summer
Municipal Police,Male,63,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Winter
Municipal Police,Female,48,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Summer
Municipal Police,Female,37,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Autumn
Sheriff,Male,27,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Male,18,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Winter
Municipal Police,Male,18,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Winter
Sheriff,Male,18,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Spring
Sheriff,Female,9,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Sheriff,Male,20,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,23,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Female,39,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Spring
Municipal Police,Female,41,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Winter
Municipal Police,Female,26,Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,46,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Female,61,Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Winter
Municipal Police,Male,15,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,23,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Female,48,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,South,Spring
Municipal Police,Female,52,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,South,Spring
Municipal Police,Male,18,Not Hispanic,Male,Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Male,28,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,35,Hispanic,Male,Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Male,21,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,27,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Male,33,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Male,23,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Spring
Municipal Police,Male,41,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Female,27,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Autumn
Municipal Police,Male,25,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Winter
Municipal Police,Male,24,Hispanic,Male,Hispanic,Firearm,Family,South,Spring
Municipal Police,Male,29,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,17,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,37,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,South,Autumn
Municipal Police,Female,71,Not Hispanic,Female,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Municipal Police,Female,35,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Winter
Municipal Police,Female,5,Not Hispanic,Female,Not Hispanic,Non-Firearm,Family,South,Summer
Municipal Police,Male,49,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Winter
Municipal Police,Male,9,Not Hispanic,Female,Not Hispanic,Non-Firearm,Family,South,Summer
Sheriff,Female,1,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Spring
Municipal Police,Female,36,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Sheriff,Female,41,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Summer
Sheriff,Male,59,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Sheriff,Female,49,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,South,Spring
Municipal Police,Male,22,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,33,Hispanic,Male,Hispanic,Non-Firearm,Stranger,South,Winter
Municipal Police,Male,40,Hispanic,Male,Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Male,45,Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Sheriff,Female,38,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Autumn
Municipal Police,Male,34,Hispanic,Male,Hispanic,Firearm,Family,South,Autumn
Municipal Police,Male,23,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Female,32,Hispanic,Male,Hispanic,Firearm,Family,South,Autumn
Sheriff,Male,62,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Winter
Sheriff,Female,30,Hispanic,Male,Hispanic,Firearm,Lover,South,Spring
Sheriff,Male,33,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Spring
Sheriff,Male,32,Hispanic,Male,Hispanic,Firearm,Family,South,Summer
Sheriff,Male,17,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Male,54,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,66,Hispanic,Female,Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Female,33,Hispanic,Male,Hispanic,Non-Firearm,Lover,South,Spring
Municipal Police,Male,28,Hispanic,Male,Hispanic,Non-Firearm,Stranger,South,Spring
Municipal Police,Male,19,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Spring
Municipal Police,Female,41,Hispanic,Male,Hispanic,Firearm,Lover,South,Spring
Municipal Police,Female,21,Hispanic,Male,Hispanic,Firearm,Lover,South,Summer
Municipal Police,Male,15,Hispanic,Male,Hispanic,Firearm,Stranger,South,Summer
Municipal Police,Female,49,Hispanic,Male,Hispanic,Non-Firearm,Family,South,Summer
Municipal Police,Male,23,Hispanic,Male,Hispanic,Non-Firearm,Stranger,South,Summer
Municipal Police,Male,50,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Autumn
Municipal Police,Female,41,Hispanic,Male,Hispanic,Firearm,Lover,South,Autumn
Municipal Police,Female,16,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Autumn
Municipal Police,Male,18,Hispanic,Male,Hispanic,Firearm,Stranger,South,Autumn
Municipal Police,Male,35,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Autumn
Municipal Police,Female,25,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,South,Autumn
Municipal Police,Female,37,Hispanic,Male,Not Hispanic,Firearm,Lover,South,Autumn
Municipal Police,Male,36,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Autumn
Municipal Police,Male,27,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Winter
Municipal Police,Male,18,Not Hispanic,Male,Hispanic,Firearm,Stranger,South,Winter
Sheriff,Male,20,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Summer
Sheriff,Male,51,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Summer
Sheriff,Male,22,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Female,87,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Autumn
Municipal Police,Male,26,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Sheriff,Male,31,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,75,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Autumn
Sheriff,Female,42,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,South,Autumn
Municipal Police,Male,25,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Municipal Police,Male,21,Not Hispanic,Male,Hispanic,Firearm,Stranger,South,Summer
Municipal Police,Male,24,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Autumn
Sheriff,Female,18,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Male,33,Not Hispanic,Female,Hispanic,Firearm,Lover,South,Winter
Municipal Police,Male,21,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Male,31,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Spring
Municipal Police,Male,29,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Municipal Police,Male,42,Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Autumn
Municipal Police,Male,50,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Autumn
Municipal Police,Male,41,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Male,26,Not Hispanic,Female,Hispanic,Firearm,Stranger,South,Spring
Municipal Police,Male,48,Not Hispanic,Female,Not Hispanic,Non-Firearm,Lover,South,Summer
Municipal Police,Female,12,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Male,19,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,18,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,South,Summer
Municipal Police,Male,18,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,55,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Female,38,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Female,42,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,South,Autumn
Municipal Police,Female,72,Hispanic,Male,Hispanic,Non-Firearm,Family,South,Winter
Municipal Police,Female,29,Hispanic,Male,Hispanic,Firearm,Lover,South,Winter
Municipal Police,Female,20,Hispanic,Male,Hispanic,Firearm,Lover,South,Summer
Sheriff,Male,51,Not Hispanic,Female,Not Hispanic,Non-Firearm,Lover,South,Winter
Municipal Police,Male,71,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,62,Not Hispanic,Female,Not Hispanic,Non-Firearm,Lover,South,Summer
Municipal Police,Female,66,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Summer
Municipal Police,Female,33,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Sheriff,Male,43,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Autumn
Municipal Police,Female,16,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,43,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Female,45,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Summer
Sheriff,Female,99,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,28,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Female,18,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,South,Spring
Sheriff,Female,43,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Female,19,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,South,Spring
Sheriff,Male,36,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Sheriff,Male,41,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,64,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Sheriff,Male,46,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Sheriff,Female,3,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,South,Winter
Sheriff,Male,20,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Sheriff,Male,19,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Sheriff,Male,18,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Sheriff,Male,30,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Sheriff,Female,7,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Winter
Sheriff,Male,45,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Winter
Sheriff,Male,18,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Sheriff,Male,35,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Spring
Sheriff,Female,45,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Spring
Sheriff,Male,32,Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Male,28,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Male,46,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Male,15,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Spring
Sheriff,Female,1,Not Hispanic,Female,Not Hispanic,Non-Firearm,Family,South,Spring
Sheriff,Female,39,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,South,Spring
Sheriff,Male,21,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Male,32,Hispanic,Female,Hispanic,Firearm,Lover,South,Spring
Sheriff,Male,28,Hispanic,Male,Hispanic,Firearm,Stranger,South,Spring
Sheriff,Male,55,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Spring
Sheriff,Female,45,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,South,Summer
Sheriff,Female,27,Not Hispanic,Male,Not Hispanic,Non-Firearm,Lover,South,Summer
Sheriff,Female,33,Hispanic,Male,Not Hispanic,Non-Firearm,Lover,South,Summer
Sheriff,Female,1,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Sheriff,Male,32,Not Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Summer
Sheriff,Male,19,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Sheriff,Male,35,Not Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Summer
Sheriff,Male,42,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Sheriff,Female,48,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,South,Summer
Sheriff,Male,26,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Sheriff,Male,39,Not Hispanic,Female,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Sheriff,Female,99,Hispanic,Male,Hispanic,Non-Firearm,Family,South,Summer
Sheriff,Male,18,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,38,Hispanic,Female,Hispanic,Non-Firearm,Lover,South,Autumn
Sheriff,Male,19,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Female,21,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,17,Not Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,19,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Autumn
Sheriff,Male,20,Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Autumn
Sheriff,Male,22,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,35,Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,47,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,49,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Autumn
Sheriff,Male,19,Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Sheriff,Male,22,Hispanic,Male,Hispanic,Firearm,Stranger,South,Winter
Sheriff,Male,26,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Sheriff,Male,18,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Winter
Sheriff,Male,42,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Winter
Municipal Police,Male,71,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,South,Winter
Municipal Police,Male,20,Not Hispanic,Male,Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Male,18,Not Hispanic,Male,Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Male,23,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Spring
Municipal Police,Male,47,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Male,87,Hispanic,Male,Hispanic,Non-Firearm,Family,South,Spring
Municipal Police,Male,20,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,South,Spring
Municipal Police,Male,99,Not Hispanic,Male,Not Hispanic,Non-Firearm,Stranger,South,Spring
Municipal Police,Female,25,Hispanic,Male,Hispanic,Firearm,Lover,South,Autumn
Municipal Police,Male,23,Hispanic,Male,Hispanic,Non-Firearm,Stranger,South,Autumn
Municipal Police,Male,30,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,45,Not Hispanic,Female,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,1,Not Hispanic,Female,Not Hispanic,Non-Firearm,Acquaintance,South,Winter
Sheriff,Male,31,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,South,Spring
Municipal Police,Female,20,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Spring
Municipal Police,Male,19,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,45,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,29,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Female,33,Not Hispanic,Male,Hispanic,Non-Firearm,Lover,South,Summer
Sheriff,Male,28,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Female,44,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Sheriff,Male,34,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Sheriff,Female,37,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,32,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Sheriff,Male,48,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,59,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Winter
Municipal Police,Female,46,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Spring
Sheriff,Male,30,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Spring
Sheriff,Male,42,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Male,36,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Spring
Sheriff,Male,27,Not Hispanic,Male,Hispanic,Firearm,Stranger,South,Spring
Sheriff,Male,36,Hispanic,Female,Hispanic,Firearm,Lover,South,Summer
Sheriff,Male,40,Not Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Summer
Sheriff,Male,24,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Female,23,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Female,27,Hispanic,Male,Hispanic,Non-Firearm,Lover,South,Autumn
Municipal Police,Male,24,Hispanic,Male,Hispanic,Firearm,Stranger,South,Summer
Municipal Police,Female,25,Hispanic,Male,Hispanic,Firearm,Lover,South,Winter
Municipal Police,Female,14,Hispanic,Male,Hispanic,Non-Firearm,Family,South,Winter
Municipal Police,Male,23,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Summer
Municipal Police,Male,36,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,20,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,22,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Female,35,Hispanic,Male,Hispanic,Firearm,Lover,South,Spring
Municipal Police,Male,29,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Summer
Sheriff,Male,14,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Winter
Sheriff,Male,22,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Female,38,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,26,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Female,44,Hispanic,Male,Hispanic,Non-Firearm,Lover,South,Summer
Sheriff,Male,17,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Sheriff,Female,46,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Spring
Municipal Police,Male,45,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Winter
Sheriff,Female,55,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Summer
Sheriff,Female,33,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Autumn
Municipal Police,Male,25,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Male,28,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,22,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,21,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Female,28,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Female,9,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Male,33,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Winter
Municipal Police,Male,56,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Male,48,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,South,Spring
Municipal Police,Female,74,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Summer
Municipal Police,Male,31,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Municipal Police,Male,18,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,33,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Summer
Municipal Police,Female,64,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Male,71,Not Hispanic,Male,Not Hispanic,Non-Firearm,Family,South,Winter
Municipal Police,Male,21,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,71,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Winter
Municipal Police,Male,23,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,18,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Winter
Sheriff,Male,24,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Winter
Sheriff,Male,26,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Winter
Sheriff,Female,33,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Sheriff,Male,13,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,29,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Sheriff,Male,49,Not Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Autumn
Municipal Police,Male,1,Not Hispanic,Female,Not Hispanic,Non-Firearm,Family,South,Summer
Municipal Police,Male,39,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Winter
Municipal Police,Male,2,Hispanic,Female,Hispanic,Non-Firearm,Family,South,Spring
Sheriff,Female,42,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Spring
Municipal Police,Male,23,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Spring
Sheriff,Male,24,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Sheriff,Male,64,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Sheriff,Male,53,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Female,70,Not Hispanic,Male,Not Hispanic,Firearm,Lover,South,Winter
Sheriff,Female,58,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Autumn
Sheriff,Male,36,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Spring
Municipal Police,Female,67,Not Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Summer
Municipal Police,Male,34,Hispanic,Male,Hispanic,Non-Firearm,Acquaintance,South,Autumn
Municipal Police,Male,15,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Winter
Sheriff,Male,8,Not Hispanic,Male,Not Hispanic,Firearm,Family,South,Summer
Sheriff,Male,52,Not Hispanic,Female,Not Hispanic,Firearm,Lover,South,Summer
Municipal Police,Male,28,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Summer
Municipal Police,Male,31,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Spring
Municipal Police,Male,18,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,38,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Female,27,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Summer
Municipal Police,Male,37,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Municipal Police,Female,31,Not Hispanic,Male,Not Hispanic,Firearm,Stranger,South,Autumn
Municipal Police,Male,36,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Male,20,Not Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Autumn
Municipal Police,Male,28,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,58,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Male,62,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Autumn
Sheriff,Male,72,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Sheriff,Male,32,Not Hispanic,Male,Not Hispanic,Firearm,Acquaintance,South,Winter
Municipal Police,Female,46,Not Hispanic,Male,Not Hispanic,Non-Firearm,Acquaintance,South,Summer
Municipal Police,Male,25,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
Municipal Police,Male,24,Hispanic,Male,Hispanic,Firearm,Acquaintance,South,Spring
